Facility Name,Company,Facility Type,Facility Detail,Capacity,Railroads,Port,Car Spot,latitude,longitude
Montgomery County Soy Crush (Cherryvale), Bartlett (Savage),Grain Facility, Soybean crushing plant,,,,,0,0
Vancouver Export Terminal, United Grain Corp,Grain Facility, Export grain terminal,,,,,45.630641,-122.692669
Portland Export Terminal (T-5), Columbia Grain Intl,Grain Facility, Export grain terminal,,,,,45.640679,-122.770651
"Carter, MT Elevator", Columbia Grain,Grain Facility, Country grain elevator (wheat),,,,,47.785444,-110.995871
"Whitman County, WA Elevators", Columbia Grain,Grain Facility," Inland grain elevators (wheat, peas)",,,,,46.881032,-117.365114
Plentywood Elevator, Columbia Grain,Grain Facility, Grain elevator,,,,,48.747919,-104.468029
"Great Western Malting � Vancouver, WA", United Malt,Grain Facility, Malt barley processing plant,,,,,45.630722,-122.690184
Teutopolis Flour Mill, Siemer Milling,Grain Facility, Wheat flour mill,,,,,39.132195,-88.475363
Hopkinsville Flour Mill, Siemer Milling,Grain Facility, Wheat flour mill,,,,,36.833109,-87.442022
West Harrison Flour Mill, Siemer Milling,Grain Facility, Soft wheat flour mill,,,,,39.121151,-84.886677
Decatur Mill, Ardent Mills,Grain Facility, Flour mill,,,,,34.600973,-86.957585
Stockton Mill, Ardent Mills,Grain Facility, Flour mill,,,,,37.908833,-121.270194
Commerce City Mill, Ardent Mills,Grain Facility, Flour mill,,,,,39.81467,-104.932853
Denver Mill, Ardent Mills,Grain Facility, Flour mill,,,,,39.771556,-104.975023
Port Redwing Mill, Ardent Mills,Grain Facility, Flour mill,,,,,27.809499,-82.398764
Alton Mill, Ardent Mills,Grain Facility, Flour mill,,,,,38.89108,-90.191009
Chester Mill, Ardent Mills,Grain Facility, Flour mill,,,,,37.896535,-89.822475
Newton Mill, Ardent Mills,Grain Facility, Flour mill,,,,,38.050521,-97.340121
Wichita Mill, Ardent Mills,Grain Facility, Flour mill,,,,,37.70701,-97.329497
Ayer Mill, Ardent Mills,Grain Facility, Flour mill,,,,,42.565541,-71.528749
Hastings Mill, Ardent Mills,Grain Facility, Flour mill,,,,,44.724785,-92.849109
Lake City Mill, Ardent Mills,Grain Facility, Flour mill,,,,,44.441653,-92.271379
Omaha North Mill, Ardent Mills,Grain Facility, Flour mill,,,,,41.273845,-95.937277
Omaha South Mill, Ardent Mills,Grain Facility, Flour mill,,,,,41.222908,-95.953138
Albany Mill, Ardent Mills,Grain Facility, Flour mill,,,,,42.622532,-73.763631
Fairmount Mill, Ardent Mills,Grain Facility, Flour mill,,,,,46.058839,-96.622036
Harvey Mill, Ardent Mills,Grain Facility, Flour mill,,,,,47.703539,-99.747755
Columbus Mill, Ardent Mills,Grain Facility, Flour mill,,,,,39.945299,-83.105898
Arlington Blending Facility, Ardent Mills,Grain Facility, Grain blending facility,,,,,45.63288,-120.168038
Martins Creek Mill, Ardent Mills,Grain Facility, Flour mill,,,,,40.760108,-75.183739
Mount Pocono Mill, Ardent Mills,Grain Facility, Flour mill,,,,,41.110688,-75.377601
York Mill, Ardent Mills,Grain Facility, Flour mill,,,,,40.007165,-76.716129
Chattanooga Mill, Ardent Mills,Grain Facility, Flour mill,,,,,35.081735,-85.270856
Galena Park Mill, Ardent Mills,Grain Facility, Flour mill,,,,,29.73023,-95.240239
Saginaw Mill, Ardent Mills,Grain Facility, Flour mill,,,,,32.851622,-97.357683
Sherman Mill, Ardent Mills,Grain Facility, Flour mill,,,,,33.63329,-96.604047
Ogden Mill, Ardent Mills,Grain Facility, Flour mill,,,,,41.214897,-111.999041
Culpeper Mill, Ardent Mills,Grain Facility, Flour mill,,,,,38.4518,-77.99158
Pullman Facility, Ardent Mills,Grain Facility, Grain processing (flour blending & pulses),,,,,46.725349,-117.222693
Colfax (Steptoe) Facility, Ardent Mills,Grain Facility, Grain receiving/storage (pulse & wheat),,,,,47.00857,-117.355858
Wilma Warehouse, Ardent Mills,Grain Facility, Grain warehouse/transfer,,,,,46.423241,-117.083226
Kenosha Mill, Ardent Mills,Grain Facility, Flour mill,,,,,42.5759,-87.900233
Fostoria Flour Mill, Mennel Milling,Grain Facility, Soft wheat flour mill,,,,,41.157,-83.41687
Bucyrus Flour Mill, Mennel Milling,Grain Facility, Soft red winter wheat flour mill,,,,,40.808743,-82.988871
Logan Flour Mill, Mennel Milling,Grain Facility, Soft wheat flour mill,,,,,39.543033,-82.410737
Dowagiac Flour Mill, Mennel Milling,Grain Facility, Soft wheat flour mill,,,,,41.991169,-86.119534
Mt. Olive Flour Mill, Mennel Milling,Grain Facility, Flour mill,,,,,39.071962,-89.724771
Roanoke Flour Mill, Mennel Milling,Grain Facility, Hard wheat and spring wheat flour mill,,,,,37.271127,-79.931041
Sheldon Processing Plant, Ag Processing Inc (AGP),Grain Facility, Soybean crushing plant,,,,,43.182144,-95.8564
Sergeant Bluff Processing Plant, AGP,Grain Facility, Soybean crushing plant,,,,,42.390058,-96.355215
Mason City Processing Plant, AGP,Grain Facility, Soybean crushing plant,,,,,43.137088,-93.227012
Hastings Processing & Refinery, AGP,Grain Facility, Soybean crushing plant and oil refinery,,,,,40.582425,-98.389035
St. Joseph Processing Plant, AGP,Grain Facility, Soybean crushing plant,,,,,39.720279,-94.876272
Aberdeen Processing Plant, AGP,Grain Facility, Soybean crushing plant,,,,,45.459158,-98.422502
Dawson Processing Plant, AGP,Grain Facility, Soybean crushing plant,,,,,44.930059,-96.056463
David City Processing Plant (Planned), AGP,Grain Facility, Soybean processing plant,,,,,41.220715,-97.157229
Grays Harbor Export Terminal, AGP,Grain Facility, Soybean meal export terminal,,,,,46.974522,-123.855139
Lakeside Grain (Chicago Terminal), GROWMARK (Lakeside Grain JV),Grain Facility, Rail and barge grain terminal,,,,,41.713523,-87.553702
Cahokia Grain Terminal, COFCO (formerly GROWMARK),Grain Facility, Rail/barge grain terminal,,,,,38.604396,-90.133392
Grainco FS Elevators, GROWMARK/Grainco FS,Grain Facility, Country grain elevators,,,,,41.537463,-88.507902
Legacy Farmers Co-op Elevators, Legacy Farmers Co-op (GROWMARK stake),Grain Facility, Grain elevators,,,,,41.259285,-83.811421
Fridley Grain Facility, General Mills,Grain Facility, Oat processing & cereal plant,,,,,45.057626,-93.276399
Cedar Rapids Grain Silo, General Mills,Grain Facility, Corn storage for cereal plant,,,,,41.932853,-91.720015
Hannibal Plant Elevator, General Mills,Grain Facility, Grain silos for flour/mix plant,,,,,39.736986,-91.45683
Grand Forks Mill & Elevator Complex, North Dakota Mill,Grain Facility, Wheat and durum milling complex,,,,,47.938787,-97.055256
Northgate Logistics Hub, Ceres Global,Grain Facility, Cross-border grain terminal,,,,,48.981249,-102.259311
Reserve Elevator, ADM,Grain Facility, Gulf export elevator,,,,,30.06275,-90.563713
Destrehan Elevator & Crush, ADM/Zen-Noh JV,Grain Facility, Export elevator & soybean crush plant,,,,,29.953082,-90.380473
Ama (St. Charles) Terminal, ADM,Grain Facility, Grain terminal (port),,,,,29.951552,-90.296945
Pacific Northwest Terminal (Kalama), ADM (joint TEMCO),Grain Facility, Export grain terminal,,,,,46.005484,-122.846906
Decatur Complex, ADM,Grain Facility, Integrated corn processing complex,,,,,39.864488,-88.884486
Clinton Corn Processing, ADM,Grain Facility, Wet corn mill,,,,,41.819114,-90.212023
Cedar Rapids Corn & Soy, ADM,Grain Facility, Corn wet mill and soybean crush plant,,,,,41.931372,-91.697113
Columbus Dry Mill, ADM,Grain Facility, Corn dry mill (ethanol),,,,,41.453414,-97.384639
Enderlin Sunflower/Canola Plant, ADM,Grain Facility, Sunflower and canola crush plant,,,,,46.626036,-97.604534
Mankato Soy Crush, ADM,Grain Facility, Soybean crushing plant,,,,,44.186133,-93.984439
Spiritwood Soy Crush (Planned), ADM/Marathon Petroleum,Grain Facility, Soybean crush plant,,,,,47.07708,-98.581212
Nogales Grain Elevator, ADM,Grain Facility, Rail terminal,,,,,31.371426,-110.93625
Chicago Elevator (Argo), ADM,Grain Facility, Barge-loading grain elevator,,,,,41.806646,-87.765245
Toledo (Maumee) Elevator, ADM,Grain Facility, Lake Erie export elevator,,,,,41.65906,-83.521299
Martel Bakery Mix Plant, Mennel Milling,Grain Facility, Bakery mix and foodservice mix plant,,,,,40.528176,-83.283575
Nevada Grain Elevator, Mennel Grain,Grain Facility, Country grain elevator,,,,,40.837199,-83.150116
Morral Popcorn Facility, Mennel Grain,Grain Facility, Popcorn processing & grain storage,,,,,40.667978,-83.26335
West Point Elevator, Mennel Grain,Grain Facility, Grain elevator,,,,,37.441531,-77.034988
Los Angeles (Commerce) Mill, Miller Milling,Grain Facility, Hard & soft wheat flour mill,,,,,34.011753,-118.15605
Oakland Mill, Miller Milling,Grain Facility, Wheat flour mill,,,,,37.783938,-122.23745
Fresno Mill, Miller Milling,Grain Facility, Hard wheat flour mill,,,,,36.694618,-119.747829
Saginaw Mill, Miller Milling,Grain Facility, Hard & soft wheat flour mill,,,,,32.859719,-97.359649
Winchester Mill, Miller Milling,Grain Facility, Durum and hard wheat mill (semolina flour),,,,,39.206637,-78.13872
Mound City River Terminal, CGB,Grain Facility, Mississippi River grain elevator,,,,,37.08533,-89.16257
Hickman River Terminal, CGB,Grain Facility, Mississippi River grain elevator,,,,,36.548671,-89.208001
Napoleon River Terminal, CGB,Grain Facility, Arkansas River grain elevator,,,,,34.37177,-91.13651
West Memphis Terminal, CGB,Grain Facility, Mississippi River export elevator,,,,,35.147965,-90.255224
Scott City Terminal, CGB,Grain Facility, River grain elevator,,,,,37.21672,-89.52453
Sulphur (Big Lake) Terminal, CGB,Grain Facility, Gulf Coast export elevator,,,,,30.300185,-93.435063
Chattanooga Mill, Grain Craft,Grain Facility, Flour mill,,,,,35.064432,-85.311098
Cleveland Mill, Grain Craft,Grain Facility, Flour mill (hard wheat),,,,,41.380492,-81.700991
Blackwell Mill, Grain Craft,Grain Facility, Flour mill (spring wheat),,,,,36.800099,-97.298234
Wichita Mill, Grain Craft,Grain Facility, Flour mill,,,,,37.70701,-97.329497
McPherson Mill, Grain Craft,Grain Facility, Flour mill,,,,,38.357818,-97.667727
Great Falls Mill, Grain Craft,Grain Facility, Flour mill (spring wheat),,,,,47.515561,-111.279205
Billings Mill, Grain Craft,Grain Facility, Flour mill,,,,,45.779105,-108.497653
Richmond Mill, Grain Craft,Grain Facility, Flour mill,,,,,41.883064,-111.798034
Ogden (Collinston) Mill, Grain Craft,Grain Facility, Flour mill,,,,,41.540312,-112.081795
Pendleton (Camas) Mill, Grain Craft,Grain Facility, Flour mill (durum & hard wheat),,,,,45.67208,-118.7886
Barnesville Mill, Grain Craft,Grain Facility, Flour mill,,,,,33.062016,-84.155268
Rome Mill, Grain Craft,Grain Facility, Flour mill,,,,,34.259962,-85.21284
Altheimer Elevator, GreenPoint Ag,Grain Facility," Grain elevator (soybeans, rice)",,,,,34.332961,-91.84845
Stuttgart (Slovak) Grain Facility, GreenPoint Ag,Grain Facility," Grain elevator (rice, corn)",,,,,34.495691,-91.54403
Hickory Flat Elevator, GreenPoint Ag,Grain Facility, Grain elevator,,,,,34.623448,-89.180301
CHS Myrtle Grove Export Terminal, CHS Inc.,Grain Facility, Gulf export grain terminal,,,,,29.84727,-90.00679
CHS Kalama Export Terminal, CHS Inc.,Grain Facility, Columbia River export grain terminal,,,,,46.02776,-122.866048
Inver Grove Heights Terminal, CHS Inc.,Grain Facility, Barge-loading grain terminal,,,,,44.836527,-93.019678
CHS Mankato Soybean Plant, CHS Inc.,Grain Facility, Soybean crushing plant,,,,,44.15759,-94.027878
CHS Fairmont Soybean Plant, CHS Inc.,Grain Facility, Soybean crushing plant,,,,,43.673892,-94.505511
CHS Hallock Canola Plant, CHS Inc.,Grain Facility, Canola processing plant,,,,,48.774787,-96.942022
CHS Superior Elevator, CHS Inc.,Grain Facility, Grain export elevator,,,,,46.698884,-92.11531
CHS Northern Plains Elevators, CHS Inc.,Grain Facility, Inland terminal elevators,,,,,47.764643,-96.615087
CHS Southwest Grain, CHS Inc.,Grain Facility," Grain elevators (spring wheat, durum)",,,,,46.90056,-102.42518
Hastings Terminal Elevator, Cooperative Producers Inc. (CPI),Grain Facility, Grain terminal elevator,,,,,40.580629,-98.354305
Red Cloud (Welsch St) Elevator, CPI,Grain Facility, Grain elevator,,,,,40.077084,-98.521721
Inavale Elevator, CPI,Grain Facility, Grain elevator,,,,,40.090337,-98.648187
Superior Elevator, CPI,Grain Facility, Grain elevator,,,,,40.016403,-98.067205
Franklin Elevator, CPI,Grain Facility, Grain elevator,,,,,40.090682,-98.952487
Aurora West Elevator, Aurora Cooperative,Grain Facility, Grain elevator & rail terminal,,,,,40.87235,-97.99758
Superior East Elevator, Aurora Cooperative,Grain Facility, Grain elevator,,,,,40.016403,-98.067205
Grand Island Terminal, Aurora Cooperative,Grain Facility, Grain terminal,,,,,40.934187,-98.317221
Sedan Elevator, Aurora Cooperative,Grain Facility, Grain elevator,,,,,40.59009,-98.368953
Harvard Elevator, Aurora Cooperative,Grain Facility, Grain elevator,,,,,40.620578,-98.096849
Omaha Headquarters Elevator, Viterra,Grain Facility, Grain elevator & HQ office,,,,,41.260173,-95.933855
Chicago Lakeside Terminal, Viterra,Grain Facility, Rail & barge grain terminal,,,,,41.659193,-87.578689
Houston Export Elevator, Viterra,Grain Facility, Port export elevator,,,,,29.747452,-95.115979
Peoria Terminal, Viterra,Grain Facility, River barge grain elevator,,,,,40.872408,-89.308429
Wichita Shuttle Facility, Viterra,Grain Facility, Rail grain terminal,,,,,37.652557,-97.328994
"Shelby, OH Elevator", Viterra,Grain Facility, Grain elevator,,,,,40.908657,-82.664972
Darling Elevator, Richardson International,Grain Facility, Grain elevator,,,,,48.306397,-101.686644
Carpio Elevator, Richardson International,Grain Facility, Grain elevator,,,,,48.728835,-101.975878
Mayville Elevator, Richardson International,Grain Facility, Grain elevator,,,,,47.498175,-97.315895
Yorkton Canola JV (Planned), Richardson International,Grain Facility, Canola processing plant,,,,,48.05612,-100.92932
Memphis (Wesson) Oil Plant, Richardson International,Grain Facility, Edible oil refining facility,,,,,35.040183,-89.703833
South Sioux City Oat Mill, Richardson International,Grain Facility, Oat milling plant,,,,,42.466638,-96.414192
Maumee Grain Elevator, The Andersons Grain,Grain Facility, Grain elevator & rail terminal,,,,,41.630777,-83.539491
Toledo Export Elevator, The Andersons Grain,Grain Facility, Lake Erie export elevator,,,,,41.630959,-83.550345
Clyde (Lower Sandusky) Elevator, The Andersons,Grain Facility, Grain elevator,,,,,41.305123,-82.974669
Logansport Elevators (Clymers/Walton), The Andersons,Grain Facility, Grain elevators,,,,,40.77927,-86.375168
Hemet Rail Terminal, The Andersons,Grain Facility, Rail grain terminal,,,,,32.678594,-114.458612
Colwich Shuttle Facility, The Andersons,Grain Facility, Shuttle rail grain elevator,,,,,37.679759,-97.535434
Hemlock Elevator, The Andersons,Grain Facility, Grain elevator,,,,,43.117954,-84.400082
Kansas City (Kaw River) Terminal, The Andersons,Grain Facility, Rail & barge terminal,,,,,39.117934,-94.554608
Port Houston Export Terminal, The Andersons,Grain Facility, Export elevator,,,,,29.706299,-95.420395
Destrehan Export Elevator, Bunge (Zen-Noh JV),Grain Facility, Lower Mississippi export grain elevator,,,,,29.939267,-90.34703
Longview Export Terminal, Bunge,Grain Facility, Columbia River export terminal,,,,,46.125114,-122.968391
Morristown Soybean Plant, Bunge,Grain Facility, Soybean crushing plant,,,,,39.963649,-85.596262
Decatur Soybean Plant, Bunge,Grain Facility, Soybean processing & oil refining,,,,,34.608016,-87.011052
Decatur Soy & Corn Mill, Bunge,Grain Facility, Soybean processing plant & corn germ processing,,,,,40.845246,-84.936724
Emporia Soybean Plant, Bunge,Grain Facility, Soybean crush plant,,,,,38.433377,-96.152434
Danville Corn Dry Mill, Bunge,Grain Facility," Corn mill (grits, meals)",,,,,40.132599,-87.579504
Chester Elevator, Bunge,Grain Facility, Grain elevator,,,,,48.513389,-110.962176
Crete Elevator, Bunge,Grain Facility, Rail shuttle grain elevator,,,,,40.398874,-96.933618
Atchison Elevator, Bunge,Grain Facility, River terminal grain elevator,,,,,39.542845,-95.15683
Ayton Flour Mill (Potential), Parrish & Heimbecker,Grain Facility, Flour mill,,,,,40.789817,-82.988662
Port Allen Export Elevator, Louis Dreyfus,Grain Facility, Mississippi River export terminal,,,,,30.408841,-91.217395
Beaumont Export Elevator, Louis Dreyfus,Grain Facility, Gulf Coast export elevator,,,,,30.115059,-94.10713
Seattle Export Elevator, Louis Dreyfus,Grain Facility, Export grain terminal,,,,,47.663045,-122.391695
Cayuga Grain Elevator, Louis Dreyfus,Grain Facility, Inland grain elevator,,,,,39.97435,-87.461159
Claypool Soy Processing, Louis Dreyfus,Grain Facility, Soybean crush plant & biodiesel refinery,,,,,41.125366,-85.89133
Westwego Gulf Export Elevator, Cargill,Grain Facility, Export terminal,,,,,29.932053,-90.145186
Reserve Export Elevator, Cargill (JV),Grain Facility, Gulf export elevator,,,,,30.05819,-90.605871
TEMSCO Export Elevator, TEMCO (Cargill-CHS JV),Grain Facility, Export grain terminal,,,,,47.262348,-122.39645
Seattle Export Elevator (Pier 86), Cargill,Grain Facility, Export grain terminal,,,,,47.644274,-122.414746
Cedar Rapids Campus, Cargill,Grain Facility, Corn wet mill & soybean crush complex,,,,,41.969686,-91.647287
Blair Campus, Cargill,Grain Facility, Corn wet milling biorefinery,,,,,41.538014,-96.09814
Wichita Soy Plant, Cargill,Grain Facility, Soybean crush plant,,,,,37.687437,-97.327236
Sidney Soy Plant, Cargill,Grain Facility, Soybean crush plant,,,,,40.275466,-84.19297
Nashville Terminal, Cargill,Grain Facility, Barge river terminal,,,,,36.184985,-86.786242
Savanna River Terminal, Cargill,Grain Facility, Barge grain elevator,,,,,42.09447,-90.15679
Albany Elevator (Port of Albany), Cargill,Grain Facility, Grain export elevator,,,,,42.623349,-73.763914
Lena,Adkins Energy LLC,Biodiesel Plant,,4 Million Gallons,,,,42.3638,-89.8039
Adrian,Adrian LVA Biofuel LLC,Biodiesel Plant,,15 Million Gallons,,,,41.8877,-84.0738
Algona,Ag Processing Inc,Biodiesel Plant,,76 Million Gallons,,,,43.0776,-94.1875
Sgt Bluff,Ag Processing Inc A Cooperative,Biodiesel Plant,,76 Million Gallons,,,,42.3052,-96.3623
St. Joseph,Ag Processing Inc A Cooperative,Biodiesel Plant,,42 Million Gallons,,,,39.7278,-94.8736
Huntington,Alternative Fuel Solutions LLC,Biodiesel Plant,,3 Million Gallons,,,,40.9519,-85.4906
New Haven,American Greenfuels,Biodiesel Plant,,38 Million Gallons,,,,41.2901,-72.9029
Velva,Archer-Daniels Midlands Company,Biodiesel Plant,,85 Million Gallons,,,,48.0225,-100.8837
Keaau,Big Island Biodiesel LLC,Biodiesel Plant,,6 Million Gallons,,,,19.6336,-155.0504
Doral,Biodiesel Las Americas LLC,Biodiesel Plant,,8 Million Gallons,,,,25.8061,-80.3412
Memphis,Bioenergy Development Group LLC,Biodiesel Plant,,36 Million Gallons,,,,35.1045,-89.9884
Newton,Blue Ridge Biofuels LLC,Biodiesel Plant,,2 Million Gallons,,,,35.6058,-81.3084
Canary,Canary Renewables Corp,Biodiesel Plant,,20 Million Gallons,,,,37.9561,-121.3669
Sandwich,Cape Cod Biofuels Inc.,Biodiesel Plant,,1 Million Gallons,,,,41.7177,-70.4845
Iowa Falls,Cargill Inc,Biodiesel Plant,,70 Million Gallons,,,,42.5121,-93.2645
Wichita,Cargill-Wichita,Biodiesel Plant,,95 Million Gallons,,,,37.7085,-97.3277
Somerset,Continental Refining Company,Biodiesel Plant,,5 Million Gallons,,,,37.0694,-84.6126
Bakersfield,Crimson Renewable Energy LP,Biodiesel Plant,,36 Million Gallons,,,,35.1782,-119.1583
Deerfield,Deerfield Energy LLC,Biodiesel Plant,,60 Million Gallons,,,,37.8347,-94.5781
Crossett,Delek Renewables Corp,Biodiesel Plant,,15 Million Gallons,,,,33.1343,-91.9434
Cleburne,Delek Renewables LLC,Biodiesel Plant,,15 Million Gallons,,,,32.3992,-97.4305
New Albany,Delek US,Biodiesel Plant,,12 Million Gallons,,,,34.531,-88.991
Liverpool,Eberle Biodiesel LLC,Biodiesel Plant,,0 Million Gallons,,,,29.3165,-95.3006
Isanti,Ever Cat Fuels LLC,Biodiesel Plant,,3 Million Gallons,,,,45.5006,-93.2429
Batesville,FutureFuel Chemical Company,Biodiesel Plant,,60 Million Gallons,,,,35.7226,-91.525
El Paso,Global Alternative Fuels LLC,Biodiesel Plant,,15 Million Gallons,,,,31.8062,-106.5455
Moundville,Hero BX Alabama LLC,Biodiesel Plant,,20 Million Gallons,,,,33.0098,-87.6259
Coachella,Imperial Western Products Inc,Biodiesel Plant,,12 Million Gallons,,,,33.6577,-116.1581
Gilman,Incobrasa Industries LTD.,Biodiesel Plant,,62 Million Gallons,,,,40.7624,-88.0143
Washington,Iowa Renewable Energy LLC,Biodiesel Plant,,36 Million Gallons,,,,41.3069,-91.6686
Erie,Lake Erie Biofuels LLC,Biodiesel Plant,,45 Million Gallons,,,,42.143,-80.0496
